date,inflation_rate,gdp,yield,recession
1987-06-01,113.5,2.3287872623976913,2.548,0
1987-07-01,113.8,2.790377687429684,2.568,0
1987-08-01,114.3,3.3450087323209328,2.527,0
1987-09-01,114.7,7.665219000761626,2.8,0
1987-10-01,115.0,9.402118327445663,3.169,0
1987-11-01,115.4,5.880548068519374,2.971,0
1987-12-01,115.6,2.63998536480138,3.028,0
1988-01-01,116.0,-1.3299317557837775,2.661,0
1988-02-01,116.2,2.8099362823215457,2.37,0
1988-03-01,116.5,5.780843082722115,2.503,0
1988-04-01,117.2,6.4824917075866955,2.636,0
1988-05-01,117.5,4.824871840709479,2.635,0
1988-06-01,118.0,3.5312589316647425,2.257,0
1988-07-01,118.5,0.486771359998769,2.108,0
1988-08-01,119.0,1.8885624817273028,1.961,0
1988-09-01,119.5,3.9039753730645272,1.499,0
1988-10-01,119.9,6.405206208713162,1.198,0
1988-11-01,120.3,6.0515331934496235,0.934,0
1988-12-01,120.7,6.6368534129960945,0.757,0
1989-01-01,121.2,4.22890597751744,0.533,0
1989-02-01,121.6,0.8460874214818234,0.332,0
1989-03-01,122.2,2.694035853071599,0.215,0
1989-04-01,123.1,4.263300569666701,0.213,0
1989-05-01,123.7,2.443304685224138,0.123,0
1989-06-01,124.1,3.4683994707891896,-0.157,0
1989-07-01,124.5,2.0428442451546394,-0.128,0
1989-08-01,124.5,5.598297442278047,-0.057,0
1989-09-01,124.8,-0.1497492187249847,0.176,0
1989-10-01,125.4,-1.6142913073959444,0.108,0
1989-11-01,125.9,1.5449505500329015,-0.07,0
1989-12-01,126.3,3.560631961396794,-0.044,0
1990-01-01,127.5,5.205837303806464,0.309,0
1990-02-01,128.0,5.736927391255136,0.471,0
1990-03-01,128.6,3.365798750230616,0.419,0
1990-04-01,128.9,-1.1721164937559094,0.745,0
1990-05-01,129.1,1.1484406877161208,0.751,0
1990-06-01,129.9,1.805256048853216,0.493,0
1990-07-01,130.5,0.0109429932897321,0.597,0
1990-08-01,131.6,0.3578296446912795,1.058,1
1990-09-01,132.5,-3.1163036399418433,1.295,1
1990-10-01,133.4,-4.24080891488008,1.32,1
1990-11-01,133.7,-5.6861900066961875,1.102,1
1990-12-01,134.2,-2.9675819419905234,1.126,1
1991-01-01,134.7,-2.1999059684347997,1.682,1
1991-02-01,134.8,0.1932316940715352,1.738,1
1991-03-01,134.8,0.9448598252938748,2.016,1
1991-04-01,135.1,4.995997390850553,2.214,0
1991-05-01,135.6,4.2556503558984895,2.434,0
1991-06-01,136.0,2.3799010150266113,2.533,0
1991-07-01,136.2,2.057425104301063,2.522,0
1991-08-01,136.6,0.4851133842590402,2.402,0
1991-09-01,137.0,1.9945178936323429,2.276,0
1991-10-01,137.2,0.7836885251398069,2.383,0
1991-11-01,137.8,1.7710201378139665,2.728,0
1991-12-01,138.2,2.146436367233565,2.904,0
1992-01-01,138.3,6.232748457035204,3.126,0
1992-02-01,138.6,6.238719012466406,3.388,0
1992-03-01,139.1,5.60354203905527,3.404,0
1992-04-01,139.4,4.039850557969493,3.641,0
1992-05-01,139.7,2.7643898504614497,3.673,0
1992-06-01,140.1,3.732891985254696,3.517,0
1992-07-01,140.5,5.010288119396908,3.565,0
1992-08-01,140.8,2.3853832111618294,3.387,0
1992-09-01,141.1,5.3849573853965635,3.447,0
1992-10-01,141.7,5.31192799631012,3.656,0
1992-11-01,142.1,3.1671512577132246,3.667,0
1992-12-01,142.3,1.8973414342957593,3.479,0
1993-01-01,142.8,-0.4208330042344349,3.529,0
1993-02-01,143.1,-0.1898355421936556,3.266,0
1993-03-01,143.3,0.7101742853323753,2.961,0
1993-04-01,143.8,4.179066015473396,3.039,0
1993-05-01,144.2,2.8263541067012112,3.01,0
1993-06-01,144.3,1.4525491845338747,2.818,0
1993-07-01,144.5,0.836761466581231,2.694,0
1993-08-01,144.8,1.7567524753250143,2.587,0
1993-09-01,145.0,5.3953645481525205,2.351,0
1993-10-01,145.6,6.8205139674419595,2.242,0
1993-11-01,146.0,5.514962586236046,2.544,0
1993-12-01,146.3,4.6027548066742545,2.646,0
1994-01-01,146.3,1.9234266122659072,2.706,0
1994-02-01,146.7,3.15037161054872,2.643,0
1994-03-01,147.1,7.963586811479379,2.892,0
1994-04-01,147.2,5.744865590837112,3.192,0
1994-05-01,147.5,4.639494721712472,2.916,0
1994-06-01,147.9,2.8857547785234834,2.852,0
1994-07-01,148.4,0.2638853311016994,2.842,0
1994-08-01,149.0,3.1403675774993807,2.624,0
1994-09-01,149.3,3.49545852427428,2.706,0
1994-10-01,149.4,5.541459710586956,2.642,0
1994-11-01,149.8,5.154660118172629,2.506,0
1994-12-01,150.1,3.923150525641168,2.049,0
1995-01-01,150.5,0.2157598378154318,1.878,0
1995-02-01,150.9,-0.6977977995072145,1.53,0
1995-03-01,151.2,0.522646089641007,1.294,0
1995-04-01,151.8,0.4463980604291504,1.225,0
1995-05-01,152.1,2.6790122668291296,0.785,0
1995-06-01,152.4,3.6566800908733295,0.529,0
1995-07-01,152.6,1.9548327222040625,0.685,0
1995-08-01,152.9,5.457215566666363,0.923,0
1995-09-01,153.1,3.72879298510181,0.764,0
1995-10-01,153.5,1.1177586896077591,0.6,0
1995-11-01,153.7,2.5517347814020463,0.412,0
1995-12-01,153.9,3.006222410376298,0.418,0
1996-01-01,154.7,-0.23659569874586,0.502,0
1996-02-01,155.0,6.2292885136810785,0.841,0
1996-03-01,155.5,6.536458152878902,1.171,0
1996-04-01,156.1,7.471335436401886,1.424,0
1996-05-01,156.4,6.8595357335547265,1.583,0
1996-06-01,156.7,4.1088221948701875,1.68,0
1996-07-01,157.0,1.8081880319679655,1.567,0
1996-08-01,157.2,3.4289177045773127,1.446,0
1996-09-01,157.7,4.813029975170568,1.594,0
1996-10-01,158.2,4.74635528056354,1.41,0
1996-11-01,158.7,4.597714972120819,1.034,0
1996-12-01,159.1,0.6953811460855048,1.262,0
1997-01-01,159.4,0.2777926508215324,1.413,0
1997-02-01,159.7,5.015300008169522,1.277,0
1997-03-01,159.8,6.309677057403734,1.41,0
1997-04-01,159.9,7.680962719912102,1.581,0
1997-05-01,159.9,6.587399016430087,1.514,0
1997-06-01,160.2,5.58738561033122,1.423,0
1997-07-01,160.4,5.329425814836544,1.026,0
1997-08-01,160.8,3.650039790396241,1.019,0
1997-09-01,161.2,3.6229145447319393,1.124,0
1997-10-01,161.5,2.906597278151004,0.917,0
1997-11-01,161.7,3.7182423492200103,0.594,0
1997-12-01,161.8,3.560650588266249,0.504,0
1998-01-01,162.0,4.215597172125903,0.366,0
1998-02-01,162.0,4.595697233395912,0.345,0
1998-03-01,162.0,3.263900930027052,0.485,0
1998-04-01,162.2,3.4400109625358364,0.555,0
1998-05-01,162.6,4.3591723276274195,0.512,0
1998-06-01,162.8,3.010542212238564,0.372,0
1998-07-01,163.2,3.989749426624952,0.367,0
1998-08-01,163.4,8.037188527205261,0.301,0
1998-09-01,163.5,6.639312643901013,0.068,0
1998-10-01,163.9,7.250867718194549,0.46,0
1998-11-01,164.1,5.054176808021097,0.296,0
1998-12-01,164.4,4.288011413276459,0.148,0
1999-01-01,164.7,3.1018472207270396,0.276,0
1999-02-01,164.7,4.174073760594833,0.444,0
1999-03-01,164.8,2.3704817443311126,0.666,0
1999-04-01,165.9,2.8104090691697605,0.775,0
1999-05-01,166.0,4.348249365415033,0.909,0
1999-06-01,166.0,3.8695705363585753,1.184,0
1999-07-01,166.7,5.275932911120833,1.106,0
1999-08-01,167.1,6.358652753851708,1.065,0
1999-09-01,167.8,6.806180775666563,1.093,0
1999-10-01,168.1,9.037004619624048,1.088,0
1999-11-01,168.4,5.077669163167512,0.806,0
1999-12-01,168.8,1.3448949855601655,0.919,0
2000-01-01,169.3,-1.4949781935222055,1.162,0
2000-02-01,170.0,0.4822068229288939,0.792,0
2000-03-01,171.0,8.772591548913406,0.393,0
2000-04-01,170.9,10.795136337723626,0.169,0
2000-05-01,171.2,6.2095144550199075,0.446,0
2000-06-01,172.2,2.1547631617864194,0.235,0
2000-07-01,172.7,-3.10384477165776,-0.088,0
2000-08-01,172.7,-1.02775932566191,-0.451,0
2000-09-01,173.6,4.514700390617438,-0.376,0
2000-10-01,173.9,3.6431061319844353,-0.556,0
2000-11-01,174.2,2.0934973527147935,-0.639,0
2000-12-01,174.6,-1.6765570466949715,-0.696,0
2001-01-01,175.6,-3.3817870832525174,-0.124,0
2001-02-01,176.0,-1.4898607045649448,0.094,0
2001-03-01,176.1,2.550627453967514,0.35,0
2001-04-01,176.4,4.139759020564055,1.175,1
2001-05-01,177.3,3.8405496333732754,1.688,1
2001-06-01,177.7,-1.2929848929214676,1.719,1
2001-07-01,177.4,-3.268019106091231,1.643,1
2001-08-01,177.4,-1.9660299954587424,1.533,1
2001-09-01,178.1,-1.976008771863166,2.039,1
2001-10-01,177.6,2.74694678302765,2.369,1
2001-11-01,177.5,2.146953534334026,2.745,1
2001-12-01,177.4,3.2722697759292014,3.367,0
2002-01-01,177.7,4.043988164220787,3.351,0
2002-02-01,178.0,3.5835224329137905,3.155,0
2002-03-01,178.5,1.990387933968192,3.459,0
2002-04-01,179.3,2.646737595145375,3.466,0
2002-05-01,179.5,1.9416019985811672,3.404,0
2002-06-01,179.6,2.5867163878205464,3.194,0
2002-07-01,180.0,1.4310369508021514,2.94,0
2002-08-01,180.5,1.6561984053676952,2.61,0
2002-09-01,180.8,-0.112028374562405,2.211,0
2002-10-01,181.2,-0.3747949063963308,2.331,0
2002-11-01,181.5,1.9024386825142572,2.794,0
2002-12-01,181.8,0.3475344883636454,2.821,0
2003-01-01,182.6,3.2990535075615246,2.86,0
2003-02-01,183.6,1.7432316415127105,2.717,0
2003-03-01,183.9,2.9131787933345885,2.656,0
2003-04-01,183.2,2.26358674320796,2.806,0
2003-05-01,182.9,5.174622101678414,2.481,0
2003-06-01,183.1,7.050593532627703,2.398,0
2003-07-01,183.7,7.439588172548003,3.055,0
2003-08-01,184.5,5.802000055201232,3.476,0
2003-09-01,185.1,6.1804210024782265,3.319,0
2003-10-01,184.9,4.5738292980551165,3.349,0
2003-11-01,185.0,3.8588915586823425,3.348,0
2003-12-01,185.5,1.9483820075710871,3.353,0
2004-01-01,186.3,1.1888846633020111,3.25,0
2004-02-01,186.7,2.500066771971399,3.139,0
2004-03-01,187.1,4.014654530235744,2.873,0
2004-04-01,187.4,2.2570408039190526,3.39,0
2004-05-01,188.2,3.8137038274969073,3.676,0
2004-06-01,188.9,2.8698255990547588,3.446,0
2004-07-01,189.1,4.540879009868604,3.14,0
2004-08-01,189.2,3.7578974341873255,2.778,0
2004-09-01,189.8,3.2805178397160404,2.444,0
2004-10-01,190.8,4.139147308829105,2.302,0
2004-11-01,191.7,3.8237870353533454,2.086,0
2004-12-01,191.7,6.166463467561687,2.008,0
2005-01-01,191.6,5.11553947711929,1.85,0
2005-02-01,192.4,3.7935822767481433,1.586,0
2005-03-01,193.1,0.6159559056117953,1.702,0
2005-04-01,193.7,2.0461576382865667,1.504,0
2005-05-01,193.6,1.295740385582112,1.242,0
2005-06-01,193.7,3.9456975135356016,0.962,0
2005-07-01,194.9,3.563459494590136,0.89,0
2005-08-01,196.1,4.003565333495277,0.744,0
2005-09-01,198.8,0.2214962474825394,0.705,0
2005-10-01,199.1,1.1052224502732295,0.671,0
2005-11-01,198.1,3.4391092792683917,0.56,0
2005-12-01,198.1,5.29230729053416,0.496,0
2006-01-01,199.3,7.274908398981172,0.08,0
2006-02-01,199.4,4.66548988823744,0.029,0
2006-03-01,199.7,2.9313501409242804,0.096,0
2006-04-01,200.7,-0.1545311073066931,0.269,0
2006-05-01,201.3,-0.1563430109425816,0.274,0
2006-06-01,201.8,-0.4303789006732849,0.189,0
2006-07-01,202.9,-0.505287809580063,0.011,0
2006-08-01,203.8,2.270704218173134,-0.214,0
2006-09-01,202.8,3.3668360040000604,-0.211,0
2006-10-01,201.9,3.896991542123792,-0.317,0
2006-11-01,202.0,3.4857094352085047,-0.478,0
2006-12-01,203.1,3.1569437150263338,-0.408,0
2007-01-01,203.437,-1.2386501031011463,-0.346,0
2007-02-01,204.226,0.9869580608677592,-0.441,0
2007-03-01,205.288,2.7510402278886597,-0.515,0
2007-04-01,205.904,2.410770361797179,-0.313,0
2007-05-01,206.755,3.0640354246520047,-0.121,0
2007-06-01,207.234,2.101735332407192,0.361,0
2007-07-01,207.603,1.2649239742291776,0.043,0
2007-08-01,207.667,3.0033166941144285,0.358,0
2007-09-01,208.547,3.6143202787507023,0.527,0
2007-10-01,209.19,3.460774248512818,0.525,0
2007-11-01,210.834,1.9901551471217296,0.794,0
2007-12-01,211.445,-2.0496831344172066,1.031,0
2008-01-01,212.174,-3.2274975320226233,0.924,1
2008-02-01,212.687,-2.3765419002318517,1.564,1
2008-03-01,213.448,1.1458387407435373,2.226,1
2008-04-01,213.942,4.54055111083211,2.363,1
2008-05-01,215.208,3.268900083106504,2.116,1
2008-06-01,217.463,1.299817749460116,2.209,1
2008-07-01,219.016,-1.8523184293914687,2.353,1
2008-08-01,218.69,-4.9827022651679025,2.133,1
2008-09-01,218.877,-9.3061457374768,2.54,1
2008-10-01,216.995,-8.809171347190999,3.128,1
2008-11-01,213.153,-11.006211923111504,3.333,1
2008-12-01,211.398,-7.635503442195185,2.382,1
2009-01-01,211.933,-4.267273364055972,2.388,1
2009-02-01,212.705,0.1283068285773585,2.575,1
2009-03-01,212.495,-2.2691728988223767,2.604,1
2009-04-01,212.709,-0.5189315798069875,2.769,1
2009-05-01,213.022,-0.1754461674549387,3.116,1
2009-06-01,214.79,-0.1378109763563694,3.543,1
2009-07-01,214.726,1.3901132822407762,3.379,0
2009-08-01,215.445,2.175430883246126,3.415,0
2009-09-01,215.861,4.564791151348169,3.279,0
2009-10-01,216.509,5.477116586036304,3.313,0
2009-11-01,217.234,4.644855032848711,3.351,0
2009-12-01,217.347,1.6838594686870587,3.535,0
2010-01-01,217.488,1.0814608061569215,3.672,0
2010-02-01,217.281,0.9376013877912176,3.582,0
2010-03-01,217.353,4.255552018862743,3.577,0
2010-04-01,217.403,4.748642766703412,3.685,0
2010-05-01,217.29,3.9665988205591023,3.26,0
2010-06-01,217.199,3.0481694215987902,3.08,0
2010-07-01,217.605,2.912515496510144,2.854,0
2010-08-01,217.923,2.8471371758365356,2.544,0
2010-09-01,218.275,3.1569072439878707,2.496,0
2010-10-01,219.035,2.8142737132119566,2.406,0
2010-11-01,219.59,1.2181099559578394,2.62,0
2010-12-01,220.472,-1.185096984636226,3.15,0
2011-01-01,221.187,-3.062885879003875,3.242,0
2011-02-01,221.898,-1.4102414975477786,3.444,0
2011-03-01,223.046,4.597255020807044,3.314,0
2011-04-01,224.093,4.005387925380367,3.397,0
2011-05-01,224.806,2.404555534899623,3.128,0
2011-06-01,224.806,-0.3307588360712601,2.965,0
2011-07-01,225.395,-1.8626345853638449,2.966,0
2011-08-01,226.106,-0.0649596198734481,2.279,0
2011-09-01,226.597,3.1716477275023425,1.961,0
2011-10-01,226.75,6.4059828427871945,2.133,0
2011-11-01,227.169,5.105824929158001,1.999,0
2011-12-01,227.223,4.502795652451832,1.967,0
2012-01-01,227.842,3.2476964218097497,1.932,0
2012-02-01,228.329,2.2807165342444704,1.876,0
2012-03-01,228.807,1.6418256111863507,2.089,0
2012-04-01,229.187,1.9186332138366895,1.969,0
2012-05-01,228.713,1.8822899200121384,1.714,0
2012-06-01,228.524,0.9443650013455492,1.531,0
2012-07-01,228.59,0.7036096035897165,1.43,0
2012-08-01,229.918,-0.179036740244772,1.576,0
2012-09-01,231.015,-0.32703491503143,1.618,0
2012-10-01,231.638,-0.871812299744063,1.641,0
2012-11-01,231.249,1.7769678894363827,1.56,0
2012-12-01,231.221,4.054838819902872,1.649,0
2013-01-01,231.679,4.926291348961,1.84,0
2013-02-01,232.937,4.988975331393493,1.885,0
2013-03-01,232.282,0.6887831155065793,1.87,0
2013-04-01,231.797,-0.4455101165633981,1.699,0
2013-05-01,231.893,1.2983631645103908,1.884,0
2013-06-01,232.445,2.0011952920356997,2.25,0
2013-07-01,232.9,3.070307900001147,2.547,0
2013-08-01,233.456,5.333832261674276,2.694,0
2013-09-01,233.544,5.345268657203992,2.794,0
2013-10-01,233.669,4.30575581074993,2.569,0
2013-11-01,234.1,2.399520886441064,2.651,0
2013-12-01,234.719,-2.51344363038224,2.835,0
2014-01-01,235.288,-4.510906967676975,2.815,0
2014-02-01,235.547,-0.381822633194726,2.657,0
2014-03-01,236.028,4.493396119173301,2.671,0
2014-04-01,236.468,6.032150934293496,2.674,0
2014-05-01,236.918,6.6512349726343984,2.527,0
2014-06-01,237.231,6.197201634433345,2.563,0
2014-07-01,237.498,5.51018181259122,2.516,0
2014-08-01,237.46,3.0713433439209896,2.387,0
2014-09-01,237.477,1.7656223930058748,2.514,0
2014-10-01,237.43,0.9175121287206172,2.287,0
2014-11-01,236.983,2.3337639422257066,2.304,0
2014-12-01,236.252,4.139843550807455,2.178,0
2015-01-01,234.747,3.6067657617658706,1.854,0
2015-02-01,235.342,3.3748082249102875,1.957,0
2015-03-01,235.976,4.090989993162875,2.015,0
2015-04-01,236.222,2.179979017788969,1.912,0
2015-05-01,237.001,1.2101825339809211,2.181,0
2015-06-01,237.657,1.7085255401877235,2.349,0
2015-07-01,238.034,2.414635888950732,2.292,0
2015-08-01,238.033,0.9909873788115142,2.095,0
2015-09-01,237.498,0.5317530990803511,2.149,0
2015-10-01,237.733,0.2647150105163861,2.053,0
2015-11-01,238.017,0.653534410173207,2.137,0
2015-12-01,237.761,2.481715775042435,2.014,0
2016-01-01,237.652,3.1614571928763846,1.828,0
2016-02-01,237.336,2.4972766358545018,1.465,0
2016-03-01,238.08,0.7096265525353029,1.592,0
2016-04-01,238.992,0.866206256067712,1.577,0
2016-05-01,239.557,0.8870372793883589,1.53,0
2016-06-01,240.222,3.249127095997355,1.371,0
2016-07-01,240.101,3.434592157858535,1.203,0
2016-08-01,240.545,2.658123977114263,1.257,0
2016-09-01,241.176,2.4371510703538415,1.336,0
2016-10-01,241.741,2.0718596382846934,1.433,0
2016-11-01,242.026,1.7507264757500824,1.69,0
2016-12-01,242.637,2.6662861568012133,1.98,0
2017-01-01,243.618,2.0366163763311445,1.913,0
2017-02-01,244.006,1.3884460249952588,1.893,0
2017-03-01,243.892,1.4985430132250874,1.734,0
2017-04-01,244.193,2.6101431021527226,1.489,0
2017-05-01,244.004,2.2617427326426034,1.4,0
2017-06-01,244.163,3.3586899527423406,1.188,0
2017-07-01,244.243,2.8044652244912056,1.232,0
2017-08-01,245.183,3.34678137043548,1.177,0
2017-09-01,246.435,4.204722406170837,1.156,0
2017-10-01,246.626,5.181643540332686,1.267,0
2017-11-01,247.284,4.606555829278041,1.103,0
2017-12-01,247.805,3.8349370303509134,1.061,0
2018-01-01,248.859,2.536084198400684,1.151,0
2018-02-01,249.529,3.7933148747059913,1.271,0
2018-03-01,249.577,1.6884279219848983,1.116,0
2018-04-01,250.227,1.7893106347358343,1.081,0
2018-05-01,250.792,1.7475110992621787,1.078,0
2018-06-01,251.018,3.026196315752967,0.977,0
2018-07-01,251.214,2.8894791824524497,0.894,0
2018-08-01,251.663,2.631930712130558,0.817,0
2018-09-01,252.182,0.6550541511646192,0.839,0
2018-10-01,252.772,-0.5797419962108727,0.859,0
2018-11-01,252.594,0.4465757705483781,0.743,0
2018-12-01,252.767,1.9960618801507732,0.421,0
2019-01-01,252.561,3.029442994860704,0.29,0
2019-02-01,253.319,2.8445766785059634,0.238,0
2019-03-01,254.277,3.1775667694301446,0.117,0
2019-04-01,255.233,2.370680773951861,0.1,0
2019-05-01,255.296,4.262087980322551,-0.008,0
2019-06-01,255.213,5.116064602103292,-0.146,0
2019-07-01,255.802,5.147815482063833,-0.086,0
2019-08-01,256.036,5.059296283449212,-0.364,0
2019-09-01,256.43,1.8111448665241288,-0.235,0
2019-10-01,257.155,1.0125400677156544,0.028,0
2019-11-01,257.879,3.8845205660830535,0.24,0
2019-12-01,258.63,4.971607626551936,0.298,0
2020-01-01,258.906,1.4727692547676212,0.205,0
2020-02-01,259.246,-12.263435734547157,-0.041,0
2020-03-01,258.15,-44.19770233792672,0.575,1
2020-04-01,256.126,-71.47769109910821,0.52,1
2020-05-01,255.848,-7.768895112880883,0.546,0
2020-06-01,257.004,34.01977968793785,0.569,0
2020-07-01,258.408,45.390700355282306,0.497,0
2020-08-01,259.366,32.2898347725071,0.546,0
2020-09-01,259.951,10.378133653996306,0.571,0
2020-10-01,260.249,-3.0276214057572504,0.687,0
2020-11-01,260.895,-4.392697230725185,0.779,0
2020-12-01,262.005,3.662334414680208,0.846,0
2021-01-01,262.518,8.897039033427337,0.997,0
2021-02-01,263.583,3.7847428734881823,1.215,0
2021-03-01,264.91,12.156394939122192,1.58,0
2021-04-01,266.752,6.070597688404412,1.614,0
2021-05-01,268.452,3.5688660259555456,1.603,0
2021-06-01,270.664,2.631008913668686,1.483,0
2021-07-01,271.994,2.6340538680588965,1.266,0
2021-08-01,272.789,3.5692965220890622,1.229,0
2021-09-01,273.887,6.698092957922011,1.333,0
2021-10-01,276.434,10.653455118426098,1.53,0
2021-11-01,278.799,7.588467592498875,1.508,0
2021-12-01,280.808,0.2381023843431807,1.406,0
2022-01-01,282.39,-4.368123928658129,1.618,0
2022-02-01,284.535,-2.357406723236117,1.619,0
2022-03-01,287.553,0.4804511633306124,1.68,0
2022-04-01,288.764,0.4546615882377972,1.984,0
2022-05-01,291.359,0.5422831479957936,1.905,0
2022-06-01,294.996,1.4616961901120793,1.605,0
2022-07-01,294.977,2.9231020940869183,0.598,0
2022-08-01,295.209,3.7713410787900306,0.176,0
2022-09-01,296.341,4.382841393168895,0.297,0
2022-10-01,297.863,4.049399670760048,0.111,0
2022-11-01,298.648,1.6948830507296069,-0.432,0
2022-12-01,298.812,1.6081626502179127,-0.742,0
2023-01-01,300.356,4.825256149106906,-1.156,0
2023-02-01,301.509,2.185872911283476,-1.041,0
2023-03-01,301.744,1.0567851654220588,-1.196,0
2023-04-01,303.032,2.766042923038493,-1.614,0
2023-05-01,303.365,2.877350037832181,-1.735,0
2023-06-01,304.003,3.435488998096428,-1.668,0
2023-07-01,304.628,4.877226620676653,-1.589,0
2023-08-01,306.187,4.8134655570031475,-1.391,0
2023-09-01,307.288,4.360336985065419,-1.176,0
2023-10-01,307.531,2.364819345270168,-0.807,0
2023-11-01,308.024,3.014383861346301,-1.02,0
2023-12-01,308.742,1.6286912798166815,-1.422,0
2024-01-01,309.685,-0.4106994585007384,-1.396,0
2024-02-01,311.054,3.6178197332271314,-1.233,0
2024-03-01,312.23,2.2611260773248847,-1.26,0
2024-04-01,313.207,2.6082651479464376,-0.905,0
2024-05-01,313.225,3.7052661960382807,-0.973,0
2024-06-01,313.049,3.136148997552202,-1.201,0
2024-07-01,313.534,2.907322133663565,-1.183,0
2024-08-01,314.121,2.533330248906025,-1.425,0
2024-09-01,314.686,1.381838898827717,-1.198,0
